pagina_9_seccion_8.csv,Marca: Mitsubishi, Hyundai, , Toyota
pagina_9_seccion_8.csv,Modelo: Canter, Rosa - County, HD 65/72, Mighty - Couster, Dyna
pagina_9_seccion_8.csv,ØInt.: 35 mm
